Nombre,Precios,Precios_unidad,Subcategoria,Categorias,Unidad de referencia,Marca,Supermercado,Precio_Estatus
Leche infantil de continuación desde 6 meses en polvo classic 2 Hero Nutrasense 1 lata 800 g.,12.45,15.56,alimentacion infantil,Bebé,KILO,HERO,Carrefour,outlier
Aceite de girasol Koipe Sol 5 l.,12.45,2.49,alimentacion,"Aceite, especias y salsas",LITRO,KOIPESOL,Carrefour,outlier
Café en grano espresso barista intenso Lavazza 500 g.,12.39,24.78,desayuno,"Cacao, café e infusiones",KILO,LAVAZZA,Carrefour,outlier
Sal para lavavajillas Finish 4 kg.,12.39,3.1,productos para cocina,"Aceite, especias y salsas",KILO,,Carrefour,outlier
Limpiador gel de agua elimina las impurezas y el maquillaje Hydro Boost Neutrogena 200 ml.,12.39,6.191,cuidado e higiene facial,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Spray aceite bruma protectora SPF30 activador del bronceado Broncea+ Ecran Sunnique 250 ml.,12.39,4.961,cuidado y proteccion corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Pechuga de Pollo Ecológica Carrefour Bio 500 g aprox,12.39,24.79,carniceria,Carne,KILO,CARREFOUR,Carrefour,outlier
Agua micelar triple acción con ácido hialurónico Hydro Boost Neutrogena 400 ml.,12.39,6.191,cuidado e higiene facial,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Toallitas bebe WaterWipes pack 3 paquetes de 60 ud.,12.39,0.07,panales y toallitas,Cuidado facial y corporal,UNIDAD,,Carrefour,outlier
"Infusión para los gases de anís, hinojo y alcaravea Aquilea 60 ud.",12.39,34.421,nutricion y dietetica,"Cacao, café e infusiones",100 GR,,Carrefour,outlier
Miel de bosque La Obrera 950 g.,12.39,13.04,dulce,"Azúcar, caramelos y chocolate",KILO,OBRERA,Carrefour,outlier
Forté noche 8h Forté Pharma 30 comprimidos.,12.39,24.781,nutricion y dietetica,"Cacao, café e infusiones",100 GR,,Carrefour,outlier
Gel de ducha emoliente sin jabón piel atópica Mussvital Dermactive 750 ml.,12.39,1.651,cuidado corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Protector absorbente maxi 60x90 cm Sabanindas Extra 20 ud.,12.35,0.62,higiene intima,Cuidado facial y corporal,UNIDAD,,Carrefour,outlier
Salsa de soja Kikkoman botella 1 l.,12.35,12.35,alimentacion,"Aceite, especias y salsas",LITRO,KIKKOMAN,Carrefour,outlier
Gambón grande crudo Carrefour 1 kg.,12.35,12.35,mariscos congelados,Congelados,KILO,CARREFOUR,Carrefour,outlier
Detergente en polvo con jabón de Marsella Carrefour Essential 100 lavados.,12.35,0.12,cuidado de la ropa,Limpieza y hogar,LAVADO,,Carrefour,outlier
Menu Aroma para Conejos Enanos 5 kg,12.3,2.46,conejos y roedores,Mascotas,KILO,,Carrefour,outlier
Crema sérum con vitamina C hidratante diario SPF 25 iluminadora + antimanchas Skin Active Garnier 50 ml.,12.29,24.581,cuidado y proteccion corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Leche en polvo desnatada Sveltesse Nestlé 1 kg.,12.29,12.29,lacteos,"Huevos, leche y mantequilla",KILO,SVELTESSE,Carrefour,outlier
Cerveza tostada Mahou Maestra doble lúpulo pack de 12 latas de 33 cl.,12.29,3.1,cerveza,Bodega,LITRO,,Carrefour,outlier
Recambios maquinilla Venus Smooth Sensitive Gillette 4 ud.,12.29,3.07,depilacion y afeitado,Cuidado facial y corporal,UNIDAD,,Carrefour,outlier
Anís Chinchón dulce 1 l.,12.29,12.29,licores y cremas,Bodega,LITRO,CHINCHON,Carrefour,outlier
Detergente gel Total 4+1 Dixan 43 lavados.,12.25,0.28,cuidado de la ropa,Cuidado facial y corporal,LAVADO,,Carrefour,outlier
Martini Vibrante,12.25,16.33,alcoholes,Bodega,LITRO,MARTINI,Carrefour,outlier
Ambientador eléctrico tatami japonés 3Volution recambio Ambi Pur 2 ud.,12.25,6.12,ambientadores,Limpieza y hogar,UNIDAD,,Carrefour,outlier
Chorizo ibérico de cebo Carrefour Calidad y Origen 1/3 pieza 500 g aprox,12.25,24.5,charcuteria,Charcutería y quesos,KILO,CYO,Carrefour,outlier
Filetes de haddock Young's 440 g.,12.25,27.84,rebozados y platos preparados,Pizzas y platos preparados,KILO,,Carrefour,outlier
Aceite de girasol especial para freir Capicua 3 l.,12.25,4.08,alimentacion,"Aceite, especias y salsas",LITRO,,Carrefour,outlier
Maquinilla ingles y zona íntima Venus Gillette 1 ud.,12.25,12.25,depilacion y afeitado,Cuidado facial y corporal,UNIDAD,,Carrefour,outlier
"Pilas Alcalinas Carrefour Itech AAA/LR03, paquete 32",12.25,0.38,bazar,Limpieza y hogar,UNIDAD,,Carrefour,outlier
Champú anticaspa Eucerin 250 ml.,12.25,4.901,cabello,Cuidado del cabello,100 ML,,Carrefour,outlier
Dermocapillaire champú urea Eucerin 250 ml.,12.25,4.901,cabello,Cuidado del cabello,100 ML,,Carrefour,outlier
Crema bálsamo para proteger la zona del pañal 1 2 3 Mustela 150 ml,12.19,8.131,perfumeria e higiene,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Gel anti-rozaduras Sportsalil 30 ml.,12.19,40.631,cuidado corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Pañales Dodot Sensitive T1 (2-5 kg) 44 ud.,12.19,0.28,panales y toallitas,Cuidado facial y corporal,UNIDAD,,Carrefour,outlier
Vodka Eristoff premium black 70 cl.,12.19,17.41,alcoholes,Bodega,LITRO,ERISTOFF BEBIDA,Carrefour,outlier
Crema de día antarrugas y extra firmeza L'Oréal 50 ml.,12.19,24.381,cuidado y proteccion corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Agua de colonia Aire de Sevilla 150 ml.,12.19,8.131,bano e higiene corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Licor Ponche Caballero 70 cl.,12.19,17.41,licores y cremas,Bodega,LITRO,CABALLERO,Carrefour,outlier
Crema de belleza Doble Fuerza original piel seca Bella Aurora 30 ml.,12.19,40.631,cuidado y proteccion corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Colutorio sequedad oral xerostomía y equilibrante salival Xerolacer 500 ml.,12.19,2.441,higiene bucal,"Aceite, especias y salsas",100 ML,,Carrefour,outlier
Sueño Aquilea 30 comprimidos.,12.15,62.311,nutricion y dietetica,Fitoterapia y parafarmacia,100 GR,,Carrefour,outlier
Bocas y pechos cocidos Carrefour 540 g.,12.15,22.5,mariscos congelados,Congelados,KILO,CARREFOUR,Carrefour,outlier
Bañador pañal desechable Huggies Little Swimmers T3-4 (7 kg-15 kg) 20 ud.,12.09,0.6,panales y toallitas,Cuidado facial y corporal,UNIDAD,,Carrefour,outlier
Serum solar ácido hialurónico SPF50+ Babaria 30 ml.,12.09,0.0,cuidado y proteccion corporal,Cuidado facial y corporal,No especificado,,Carrefour,outlier
Bañador pañal desechable Huggies Little Swimmers T2-3 (3 kg-8 kg) 20 ud.,12.09,0.6,panales y toallitas,Cuidado facial y corporal,UNIDAD,,Carrefour,outlier
Set de Mopa con palo  Extra Spontex  - Blanco,12.09,12.09,utensilios de limpieza,Limpieza y hogar,UNIDAD,,Carrefour,outlier
Carne zamburiña 40/60 congelado Delfín 270 g.,12.09,44.78,pescados congelados,Cuidado facial y corporal,KILO,DELFIN,Carrefour,outlier
Bañador pañal desechable Huggies Little Swimmers T5-6 (12 kg-18 kg) 19 ud.,12.09,0.64,panales y toallitas,Cuidado facial y corporal,UNIDAD,,Carrefour,outlier
Queso de mezcla semicurado Gran Capitán pieza de 475 g,12.09,25.45,quesos,Charcutería y quesos,KILO,GRAN CAPITAN,Carrefour,outlier
Gel para lavavajillas automáticos fragancia limón Fairy Platinum 50 lavados.,12.09,0.24,productos para cocina,Cuidado facial y corporal,LAVADO,,Carrefour,outlier
Champú dermoprotector para cueros cabelludos sensibles ecológico Dr. Tree 400 ml.,12.09,3.021,cabello,Cuidado del cabello,100 ML,,Carrefour,outlier
Colutorio Orthodontic sin alcohol sabor manzana-menta Vitis 500 ml.,12.09,2.421,higiene bucal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Maquinillas desechables Blue II Plus Gillette 14 ud.,12.09,0.86,depilacion y afeitado,Cuidado facial y corporal,UNIDAD,,Carrefour,outlier
Queso de cabra curado graso corteza al pimentón Quesos Tradicionales de España 450 g aprox,12.08,26.85,quesos,"Aceite, especias y salsas",KILO,QUESO CABRA,Carrefour,outlier
Noodles thai +proteínas Fripozo 320 g.,12.0,0.0,conservas sopas y precocinados,"Conservas, caldos y cremas",No especificado,POZO,Carrefour,outlier
Tarta Tableta de chocolate 675 g,11.99,17.76,panaderia tradicional,Panadería y pastelería,KILO,CARREFOUR,Carrefour,outlier
Agusti Torello Mata Cava Gran Reserva 2019,11.99,11.99,cava y champagne,Bodega,UNIDAD,,Carrefour,outlier
Protector de cama 80 x 180 cms Sabanindas 20 ud.,11.99,0.6,puericultura,Bebé,UNIDAD,,Carrefour,outlier
Aguardiente Antioqueño sin azúcar 70 cl.,11.95,17.07,licores y cremas,Bodega,LITRO,,Carrefour,outlier
Taco salmón keta salvaje congelado 360 g,11.95,33.19,pescados congelados,Cuidado facial y corporal,KILO,CARREFOUR,Carrefour,outlier
Patas de pulpo cocido Carrefour El Mercado 270 g,11.95,44.26,pescaderia,Marisco y pescado,KILO,CARREFOUR,Carrefour,outlier
Pargo 1 ud de 1 kg aprox,11.95,11.95,pescaderia,Marisco y pescado,KILO,,Carrefour,outlier
Langostino crudo congelado ecológico 500 g,11.95,23.9,mariscos congelados,Cuidado facial y corporal,KILO,LANGOSTINO VANNAMEI,Carrefour,outlier
Langostino cocido congelado ecológico 500 g,11.95,23.9,mariscos congelados,Cuidado facial y corporal,KILO,,Carrefour,outlier
Presa de Vacuno Angus Carrefour Selection 500 g aprox,11.9,23.8,carniceria,Carne,KILO,CARREFOUR,Carrefour,outlier
Crema del pañal caléndula mano de santo Weleda 2 unidades 75 ml.,11.9,7.931,bebe,Bebé,100 ML,,Carrefour,outlier
Loción solar zanahoria bronceado intensivo y duradero protección baja FP 6 Nivea Sun 200 ml.,11.89,5.941,cuidado y proteccion corporal,Bodega,100 ML,,Carrefour,outlier
Desodorante en spray Dark Temptation Axe pack de 3 unidades de 150 ml.,11.89,2.641,bano e higiene corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Gel higiene íntima pH balance con gynoprebiotic Vagisil 500 ml.,11.89,2.381,higiene intima,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Preservativos super finos contacto total para Mayor sensibilidad Durex 12 ud.,11.89,0.99,bienestar sexual,Fitoterapia y parafarmacia,UNIDAD,,Carrefour,outlier
Aceite protector bronceador SPF20 Ideal Bronze Garnier Delial 150 ml.,11.89,7.931,cuidado y proteccion corporal,"Aceite, especias y salsas",100 ML,,Carrefour,outlier
Detergente líquido Mimosín Skip 33 lavados,11.89,0.36,cuidado de la ropa,Limpieza y hogar,LAVADO,,Carrefour,outlier
Contorno de ojos con Q10 natural & creatina Q10 Power Antiarrugas + Firmeza Nivea 15 ml.,11.89,79.271,cuidado y proteccion corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Agua de colonia Ultra Blue Nike Man 200 ml.,11.89,5.941,bano e higiene corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
CREMA AFTERSUN DELIAL 400 ML,11.89,2.971,cuidado y proteccion corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Espárragos blancos muy gruesos De Nuestra Tierra 350 g.,11.89,33.97,conservas sopas y precocinados,"Conservas, caldos y cremas",KILO,NUESTRA TIERRA,Carrefour,outlier
Brandy Torres 10 Reserva Imperial botella 70 cl.,11.89,16.99,alcoholes,Bodega,LITRO,TORRES,Carrefour,outlier
Gamba cocida Gambafresh 750 g.,11.89,15.85,mariscos congelados,Congelados,KILO,GAMBAFRESH,Carrefour,outlier
Crema facial cuidado de día FP15 con Q10 natural & extracto de algas Q10 Power Antiarrugas + Matificante Nivea 50 ml.,11.89,23.781,cuidado y proteccion corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Crema SPF 30 antiflacidez antimanchas pieles maduras Age Perfect L'Oréal Paris 50 ml.,11.89,23.781,cuidado y proteccion corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Tónico perfeccionador Roc 200 ml.,11.89,5.941,cuidado y proteccion corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Fluido protector facial cara y escote SFP50+ Ecran Sunnique 50 ml.,11.89,23.781,cuidado y proteccion corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Complemento alimenticio caramelos de goma con Vitamina D Weider sin gluten 200 g.,11.89,59.45,alimentacion,"Salsas, pasta y refrescos",KILO,WEIDER,Carrefour,outlier
Gel para lavavajillas automáticos limpieza profunda Fairy Platinum 50 Lavados.,11.89,0.24,productos para cocina,Cuidado facial y corporal,LAVADO,,Carrefour,outlier
Mascarilla fortificante multiusos Elvive Full Resist Power Mask L'Oréal Paris 680 ml.,11.89,1.751,cabello,Cuidado del cabello,100 ML,,Carrefour,outlier
Queso tierno mini El Ventero 550 g,11.89,21.62,quesos,Charcutería y quesos,KILO,VENTERO,Carrefour,outlier
Máscara de pestañas Megavolumen Colágeno 24h L'Oréal Paris 1 ud.,11.89,11.89,cosmetica,Cuidado facial y corporal,UNIDAD,,Carrefour,outlier
Anillo de placer Love Sex Durex 1 ud.,11.89,11.89,bienestar sexual,Fitoterapia y parafarmacia,UNIDAD,,Carrefour,outlier
Jose Pariente Sauvignon Blanc Blanco 2022,11.89,11.89,vinos,Bodega,UNIDAD,JOSE PARIENTE,Carrefour,outlier
Mollejas de ternera enteras Cárnicas Meca 1 kg aprox,11.89,11.89,carniceria,Carne,KILO,,Carrefour,outlier
Preparado lácteo infantil de crecimiento desde 1 año en polvo Nestlé Nativa 3 lata 800 g.,11.89,14.86,alimentacion infantil,Bebé,KILO,NATIVA,Carrefour,outlier
Agua termal vaporizador facial piel sensible Avène 300 ml.,11.89,3.961,cuidado e higiene facial,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Limpiador anti-rugosidades CeraVe 236 ml.,11.89,5.041,cuidado e higiene facial,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Solución micelar piel sensible Crealine H2O Bioderma 500 ml.,11.89,2.381,cuidado e higiene facial,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Repelente de insectos extra fuerte Relec 1 ud.,11.89,15.851,botiquin,botiquin,100 ML,,Carrefour,outlier
Aceite de oliva virgen extra ecológico Maestros de Hojiblanca 75 cl.,11.89,15.85,alimentacion,"Aceite, especias y salsas",LITRO,HOJIBLANCA,Carrefour,outlier
Crema hidratante corporal Cerave 340 g.,11.89,3.501,cuidado corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Toallitas limpiadoras con aguacate bio Mustela pack de 3 unidades de 60 ud.,11.89,0.07,bebe,Bebé,UNIDAD,,Carrefour,outlier
Complemento alimenticio melatonina y triptófano comprimidos Epaplus 60 comprimidos.,11.89,23.311,nutricion y dietetica,Fitoterapia y parafarmacia,100 GR,,Carrefour,outlier
Leche infantil para lactantes en polvo Nestlé Nativa 1 lata 800 g.,11.89,14.86,alimentacion infantil,Bebé,KILO,NATIVA,Carrefour,outlier
Aceite de oliva virgen extra Oleoestepa 1 l.,11.89,11.89,alimentacion,"Aceite, especias y salsas",LITRO,OLEOESTEPA,Carrefour,outlier
Aceite de oliva virgen extra Nuñez de Prado 500 ml.,11.89,23.78,alimentacion,"Aceite, especias y salsas",LITRO,PRADO,Carrefour,outlier
Complemento vitamínico con coenzima Q10 Supradyn Activo Bayer 30 ud.,11.89,29.581,nutricion y dietetica,Fitoterapia y parafarmacia,100 GR,,Carrefour,outlier
Aceite de oliva virgen extra Ybarra 1 l.,11.89,11.89,alimentacion,"Aceite, especias y salsas",LITRO,,Carrefour,outlier
Champú matizador violeta Clearé Institute 400 ml.,11.89,2.971,cabello,Cuidado del cabello,100 ML,,Carrefour,outlier
Ginebra Larios 1 l.,11.85,11.85,alcoholes,Bodega,LITRO,RIO,Carrefour,outlier
Detergente en cápsulas alpes Todo en Uno Pods Ariel 19 lavados.,11.85,0.62,cuidado de la ropa,Limpieza y hogar,LAVADO,,Carrefour,outlier
Máscara de pestañas con altura longitud sin límites + Volumen redefinido Lash Sensational Sky High Maybelline New York 1 ud.,11.85,11.85,cosmetica,Cuidado facial y corporal,UNIDAD,,Carrefour,outlier
Detergente en polvo básico Ariel 40 lavados.,11.85,0.3,cuidado de la ropa,Limpieza y hogar,LAVADO,,Carrefour,outlier
Crema de manos Working Hands O'Keeffe's 96 g.,11.85,12.341,cuidado de manos y pies,Cuidado facial y corporal,100 GR,,Carrefour,outlier
Sérum concentrado iluminador con vitamina C Clinians 30 ml,11.85,39.501,cosmetica,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Champú reductor de canas con aloe vera y aceite de coco Control GX Just For Men 118 ml.,11.85,10.041,cabello,"Aceite, especias y salsas",100 ML,,Carrefour,outlier
Spray para el cuidado de fosas nasales Agua de Mar Senti2 pack de 2 unidades de 100 ml.,11.85,5.921,botiquin,Fitoterapia y parafarmacia,100 ML,,Carrefour,outlier
Solución para dieta Svetol & Biotina Bie3 sin gluten sin lactosa 24 ud.,11.85,12.341,nutricion y dietetica,Fitoterapia y parafarmacia,100 GR,,Carrefour,outlier
Detergente gel Adiós Al Separar Total 4+1 Dixan 43 lavados.,11.85,0.28,cuidado de la ropa,Cuidado facial y corporal,LAVADO,,Carrefour,outlier
Detergente líquido jabón de Marsella Omino Bianco 45 lavados,11.79,0.26,cuidado de la ropa,Limpieza y hogar,LAVADO,,Carrefour,outlier
"Conejo entero Calidad y Origen Carrefour 1,5 kg aprox",11.77,7.85,carniceria,Carne,KILO,,Carrefour,outlier
Detergente en cápsulas Trio Caps Total 3+1 Dixan 34 ud.,11.75,0.35,cuidado de la ropa,Limpieza y hogar,LAVADO,,Carrefour,outlier
Pienso para gato esterilizado Brekkies  3 kg.,11.75,3.92,gatos,Mascotas,KILO,,Carrefour,outlier
Spirulina + Vitamina B12 en comprimidos Phytofarma 300 ud.,11.75,7.831,nutricion y dietetica,Fitoterapia y parafarmacia,100 GR,,Carrefour,outlier
Cerveza Estrella Galicia especial mini pack 20 botellas 20 cl.,11.75,0.0,cerveza,Bodega,No especificado,,Carrefour,outlier
Anna De Codorniu,11.75,11.75,cava y champagne,Bodega,UNIDAD,ANNA CODORNIU,Carrefour,outlier
Maquinilla de Afeitar Mach 3 Gillette + Recambios 3 ud.,11.75,11.75,depilacion y afeitado,Cuidado facial y corporal,UNIDAD,,Carrefour,outlier
Piñón ibérico Carmencita 35 g.,11.75,335.71,alimentacion,"Salsas, pasta y refrescos",KILO,,Carrefour,outlier
Leche infantil para lactantes desde el primer día en polvo Almirón Advance 1 sin aceite de palma lata 400 g.,11.75,29.37,alimentacion infantil,"Aceite, especias y salsas",KILO,DEL ALMIRON,Carrefour,outlier
Pienso de pollo y cereales para perros Mini Brekkies Dog 3 Kg.,11.75,3.92,perros,Mascotas,KILO,,Carrefour,outlier
Colorante en champú moreno Just for Men 30 ml.,11.69,38.971,cabello,Cuidado del cabello,100 ML,,Carrefour,outlier
Colorante en champú castaño Just for Men 30 ml.,11.69,38.971,cabello,Cuidado del cabello,100 ML,,Carrefour,outlier
Filetes de anchoa del Cantábrico en aceite de oliva De Nuestra Tierra 185 g.,11.69,63.19,conservas sopas y precocinados,"Aceite, especias y salsas",KILO,NUESTRA TIERRA,Carrefour,outlier
Crema facial de día FP15 Q10plusC Anti-Arrugas + Energizante Nivea 50 ml.,11.69,23.381,cuidado y proteccion corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Dentífrico Gingi Kin B5 pack de 2 unidades de 125 ml.,11.69,4.681,higiene bucal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Crema facial hidratante antiedad para hombre Bulldog 100 ml.,11.69,11.691,cuidado y proteccion corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Queso de mezcla tierno bajo en sal El Ventero 550 g,11.65,21.18,quesos,"Aceite, especias y salsas",KILO,VENTERO,Carrefour,outlier
Crema de manos Atopi control para piel seca pack 2 unidades de 75 ml.,11.65,7.771,cuidado corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Pacharán Zoco 1 l.,11.65,11.65,alcoholes,Bodega,LITRO,ZOCO,Carrefour,outlier
Crema de manos Urea Repair Plus Eucerin pack de 2 unidades de 75 ml.,11.65,7.771,cuidado de manos y pies,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Leche hidratante corporal Inibsa pack 2x500 ml.,11.59,1.161,cuidado corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Colorante en champú castaño medio Just for Men 30 ml.,11.59,38.631,cabello,Cuidado del cabello,100 ML,,Carrefour,outlier
Pila Recarcable HR-6 de 1300 MAH Energizer,11.59,2.9,bazar,Limpieza y hogar,UNIDAD,,Carrefour,outlier
Pack de 4 Pilas Recargables Aaa Hr03 Universal 500 Mah,11.59,2.9,bazar,"Aceite, especias y salsas",UNIDAD,,Carrefour,outlier
Cune Tinto Reserva 2018,11.59,11.59,vinos,Bodega,UNIDAD,CUNE,Carrefour,outlier
Colorante en champú castaño oscuro Just for Men 30 ml.,11.59,38.631,cabello,Cuidado del cabello,100 ML,,Carrefour,outlier
Carne de vieira cruda congelada Carrefour 400 g,11.59,36.22,mariscos congelados,Cuidado facial y corporal,KILO,CARREFOUR,Carrefour,outlier
