Nombre,Precio,Precio_unit,Categoria,Subcategoria,categoria_principal,Unidad_medida,Marca
Puré de fruta variada Planeta Bebé de Dia bolsa 100 g,0.75,7.5,"Yogures, bolsitas de frutas y snacks",Bebé,Bebé,KILO,Dia
Puré de fresa y plátano Planeta Bebé de Dia bolsa 100 g,0.75,7.5,"Yogures, bolsitas de frutas y snacks",Bebé,Bebé,KILO,Dia
Puré multifrutas crazy fruits Nestlé bolsa 110 g,1.34,12.18,"Yogures, bolsitas de frutas y snacks",Bebé,Bebé,KILO,otra
"Puré de naranja, plátano, pera y galleta Hero bolsa 4 x 100 g",4.75,11.88,"Yogures, bolsitas de frutas y snacks",Bebé,Bebé,KILO,otra
"Puré de plátano, fresa y manzana Hero bolsa 4 x 100 g",4.75,11.88,"Yogures, bolsitas de frutas y snacks",Bebé,Bebé,KILO,otra
"Puré de plátano,naranja y galleta Nestlé bolsa 4 x 90 g",4.89,13.58,"Yogures, bolsitas de frutas y snacks",Bebé,Bebé,KILO,otra
Leche fermentada natural Nestlé Yogolino bolsa 100 g,1.39,13.9,"Yogures, bolsitas de frutas y snacks",Bebé,Bebé,KILO,otra
Natillas con galleta Nestlé Yogolino pack 4 x 100 g,3.35,8.38,"Yogures, bolsitas de frutas y snacks",Bebé,Bebé,KILO,otra
Puré de plátano y fresa cool fruits Nestlé bolsa 110 g,1.29,11.73,"Yogures, bolsitas de frutas y snacks",Bebé,Bebé,KILO,otra
Puré de 4 frutas happy fruits Nestlé bolsa 110 g,1.29,11.73,"Yogures, bolsitas de frutas y snacks",Bebé,Bebé,KILO,otra
Snacks de zanahoria y maíz Hero bolsa 40 g,2.49,62.25,"Yogures, bolsitas de frutas y snacks",Bebé,Bebé,KILO,otra
Snack smilitos Smileat bolsa 38 g,1.95,51.32,"Yogures, bolsitas de frutas y snacks",Bebé,Bebé,KILO,otra
Fresa plátano Smileat bolsa 100 g,1.75,17.5,"Yogures, bolsitas de frutas y snacks",Bebé,Bebé,KILO,otra
"Puré de frutas de manzana, plátano y fresa Nestlé Naturnes bolsa 90 g",1.23,13.67,"Yogures, bolsitas de frutas y snacks",Bebé,Bebé,KILO,otra
"Puré de pera, plátano y naranja 100% ecológica Hero bolsa 100 g",1.59,15.9,"Yogures, bolsitas de frutas y snacks",Bebé,Bebé,KILO,otra
Puré multifrutas Nestlé bolsa 90 g,1.23,13.67,"Yogures, bolsitas de frutas y snacks",Bebé,Bebé,KILO,otra
Puré multifrutas con galleta Hero bolsa 100 g,0.99,9.9,"Yogures, bolsitas de frutas y snacks",Bebé,Bebé,KILO,otra
Leche fermentada con puré de manzana y fresa Nestlé Yogolino bolsa 100 g,1.39,13.9,"Yogures, bolsitas de frutas y snacks",Bebé,Bebé,KILO,otra
Leche fermentada con puré de plátano Nestlé Yogolino bolsa 100 g,1.39,13.9,"Yogures, bolsitas de frutas y snacks",Bebé,Bebé,KILO,otra
Puré manzana y plátano Nestlé bolsa 90 g,1.23,13.67,"Yogures, bolsitas de frutas y snacks",Bebé,Bebé,KILO,otra
Puré de fruta mediterráneo Hero bolsa 100 g,1.19,11.9,"Yogures, bolsitas de frutas y snacks",Bebé,Bebé,KILO,otra
Puré de 4 frutas Nestlé Naturnes bolsa 90 g,1.23,13.67,"Yogures, bolsitas de frutas y snacks",Bebé,Bebé,KILO,otra
Yogur con plátano y fresa Hero bolsa 100 g,1.19,11.9,"Yogures, bolsitas de frutas y snacks",Bebé,Bebé,KILO,otra
Puré de frutas y galleta Hero bolsa 100 g,1.19,11.9,"Yogures, bolsitas de frutas y snacks",Bebé,Bebé,KILO,otra
Postre lácteo natural Nestlé Yogolino pack 4 x 100 g,2.95,7.38,"Yogures, bolsitas de frutas y snacks",Bebé,Bebé,KILO,otra
"Puré de plátano, fresa y manzana Hero bolsa 100 g",1.19,11.9,"Yogures, bolsitas de frutas y snacks",Bebé,Bebé,KILO,otra
Puré de arroz blanco con pollo Nestlé frasco 190 g,1.89,9.95,Potitos y tarritos,Bebé,Bebé,KILO,otra
Puré de arroz con tomate y pavo Nestlé frasco 190 g,1.89,9.95,Potitos y tarritos,Bebé,Bebé,KILO,otra
Puré de frutas variadas Hero frasco 190 g,1.29,6.79,Potitos y tarritos,Bebé,Bebé,KILO,otra
Puré de verduras con pescado Nestlé frasco 190 g,1.89,9.95,Potitos y tarritos,Bebé,Bebé,KILO,otra
Verduras y pavo Smileat frasco 230 g,2.69,11.7,Potitos y tarritos,Bebé,Bebé,KILO,otra
"Puré de pera, manzana y plátano Gerber bolsa 360 g",5.55,15.42,Potitos y tarritos,Bebé,Bebé,KILO,otra
Puré de hortalizas con ternera Gerber frasco 190 g,2.69,14.16,Potitos y tarritos,Bebé,Bebé,KILO,otra
Puré de guisantes con patata y pollo Gerber frasco 190 g,2.69,1.42,Potitos y tarritos,Bebé,Bebé,100 GR.,otra
Puré de pera y plátano Gerber frasco 125 g,1.89,15.12,Potitos y tarritos,Bebé,Bebé,KILO,otra
"Puré de manzana, albaricoque y melocotón Gerber frasco 125 g",1.89,15.12,Potitos y tarritos,Bebé,Bebé,KILO,otra
Puré de hortalizas y ternera Nestlé frasco 190 g,1.89,9.95,Potitos y tarritos,Bebé,Bebé,KILO,otra
Puré de verduritas con pavo Nestlé frasco 190 g,1.89,9.95,Potitos y tarritos,Bebé,Bebé,KILO,otra
"Puré de manzana, plátano y yogur 100% ecológica Hero Baby frasco 120 g",1.5,12.5,Potitos y tarritos,Bebé,Bebé,KILO,otra
Crema de calabaza y puré de patatas 100% ecológica Hero frasco 190 g,2.49,13.11,Potitos y tarritos,Bebé,Bebé,KILO,otra
Puré de verduras de la huerta con pollo y arroz 100% ecológica Hero frasco 190 g,2.49,13.11,Potitos y tarritos,Bebé,Bebé,KILO,otra
Verduras con merluza Smileat frasco 230 g,2.69,11.7,Potitos y tarritos,Bebé,Bebé,KILO,otra
Puré de pera y manzana 100% ecológica Hero frasco 120 g,1.5,12.5,Potitos y tarritos,Bebé,Bebé,KILO,otra
"Puré de pera, plátano y zanahoria 100% ecológica Hero frasco 120 g",1.5,12.5,Potitos y tarritos,Bebé,Bebé,KILO,otra
Arroz con pollo Hero frasco 235 g,1.69,7.19,Potitos y tarritos,Bebé,Bebé,KILO,otra
Menestra con jamón y ternera Hero frasco 235 g,1.69,7.19,Potitos y tarritos,Bebé,Bebé,KILO,otra
Puré de frutas con galleta Planeta Bebé de Dia pack 2 x 200 g,2.12,5.3,Potitos y tarritos,Bebé,Bebé,KILO,Dia
Puré de frutas variadas Planeta Bebé de Dia pack 2 x 200 g,2.12,5.3,Potitos y tarritos,Bebé,Bebé,KILO,Dia
Preparado de 7 frutas sin gluten Nestlé pack 4 x 100 g,2.99,7.48,Potitos y tarritos,Bebé,Bebé,KILO,otra
Verduritas con delicias de pavo Hero frasco 235 g,1.69,7.19,Potitos y tarritos,Bebé,Bebé,KILO,otra
Crema de bechamel con lenguado Hero frasco 235 g,1.69,7.19,Potitos y tarritos,Bebé,Bebé,KILO,otra
Verduritas con pollo y ternera Hero frasco 235 g,1.69,7.19,Potitos y tarritos,Bebé,Bebé,KILO,otra
Toallitas para bebés aqua pure 0% plástico Dodot bolsa 48 unidades,3.49,0.07,Pañales y toallitas,Bebé,Bebé,UNIDAD,Dodot
Toallitas aqua Planeta Bebé de Dia bolsa 60 unidades,1.8,0.03,Pañales y toallitas,Bebé,Bebé,UNIDAD,Dia
Toallitas para bebés con piel atópica Planeta Bebé de Dia bolsa 64 unidades,1.81,0.03,Pañales y toallitas,Bebé,Bebé,UNIDAD,Dia
Toallitas húmedas Planeta Bebé de Dia bolsa 3 x 80 unidades,3.3,0.01,Pañales y toallitas,Bebé,Bebé,UNIDAD,Dia
Recambio de toallitas húmedas Planeta Bebé de Dia bolsa 80 unidades,1.05,0.01,Pañales y toallitas,Bebé,Bebé,UNIDAD,Dia
Toallitas para bebés cremosas Planeta Bebé de Dia bolsa 48 unidades,1.2,0.03,Pañales y toallitas,Bebé,Bebé,UNIDAD,Dia
Cambiador infantil Planeta Bebé de Dia bolsa 10 unidades,4.17,0.42,Pañales y toallitas,Bebé,Bebé,UNIDAD,Dia
Pañales recién nacido 2-5 kgs talla 1 Dodot bolsa 44 unidades,14.99,0.34,Pañales y toallitas,Bebé,Bebé,UNIDAD,Dodot
Pañales 15-25 kg talla XL Planeta Bebé de Dia bolsa 18 unidades,6.99,0.39,Pañales y toallitas,Bebé,Bebé,UNIDAD,Dia
Pañales 13-20 kg talla L Planeta Bebé de Dia bolsa 20 unidades,6.25,0.31,Pañales y toallitas,Bebé,Bebé,UNIDAD,Dia
Pañales 13-20 kgs talla 5 Planeta Bebé de Dia bolsa 80 unidades,15.2,0.19,Pañales y toallitas,Bebé,Bebé,UNIDAD,Dia
Pañales 8-15 kgs talla 4 Planeta Bebé de Dia bolsa 88 unidades,14.65,0.17,Pañales y toallitas,Bebé,Bebé,UNIDAD,Dia
Pañales 4-9 kgs talla 3 Planeta Bebé de Dia bolsa 102 unidades,15.0,0.15,Pañales y toallitas,Bebé,Bebé,UNIDAD,Dia
Pañales 17-28 kgs talla 6 Planeta Bebé de Dia bolsa 28 unidades,8.02,0.29,Pañales y toallitas,Bebé,Bebé,UNIDAD,Dia
Pañales 13-20 kgs talla 5 Planeta Bebé de Dia bolsa 40 unidades,7.7,0.19,Pañales y toallitas,Bebé,Bebé,UNIDAD,Dia
Pañales 8-15 kgs talla 4 Planeta Bebé de Dia bolsa 44 unidades,7.57,0.17,Pañales y toallitas,Bebé,Bebé,UNIDAD,Dia
Pañales 4-9 kgs talla 3 Planeta Bebé de Dia bolsa 50 unidades,7.9,0.16,Pañales y toallitas,Bebé,Bebé,UNIDAD,Dia
Pañales 3-6 kgs talla 2 Planeta Bebé de Dia bolsa 40 unidades,5.99,0.15,Pañales y toallitas,Bebé,Bebé,UNIDAD,Dia
Pañales 2-5 kgs talla 1 Planeta Bebé de Dia bolsa 24 unidades,4.05,0.17,Pañales y toallitas,Bebé,Bebé,UNIDAD,Dia
Pañales 12-17 kg talla 5 Dodot bolsa 30 unidades,12.99,0.43,Pañales y toallitas,Bebé,Bebé,UNIDAD,Dodot
Bañador desechable 13-20 kg talla M Planeta Bebé de Dia bolsa 6 unidades,2.5,0.42,Pañales y toallitas,Bebé,Bebé,UNIDAD,Dia
Bañador desechable 8-15 kg talla S Planeta Bebé de Dia bolsa 6 unidades,2.5,0.42,Pañales y toallitas,Bebé,Bebé,UNIDAD,Dia
Pañales 8-15 kg talla M Planeta Bebé de Dia bolsa 22 unidades,6.19,0.28,Pañales y toallitas,Bebé,Bebé,UNIDAD,Dia
Toallitas para bebés aqua pure Dodot bolsa 48 unidades,3.49,0.07,Pañales y toallitas,Bebé,Bebé,UNIDAD,Dodot
Toallitas para bebés aqua pure Dodot bolsa 3 x 48 unidades,10.29,0.07,Pañales y toallitas,Bebé,Bebé,UNIDAD,Dodot
Toallitas para bebés Dodot bolsa 64 unidades,1.89,0.03,Pañales y toallitas,Bebé,Bebé,UNIDAD,Dodot
Muñeco solidario Rey León Baby pelon 1 unidad,15.95,15.95,Cuidado del bebé,Bebé,Bebé,UNIDAD,otra
Muñeco solidario Frozen Anna Baby pelon 1 unidad,15.95,15.95,Cuidado del bebé,Bebé,Bebé,UNIDAD,otra
Polvos de talco bebé natural Johnsons baby bote 200 g,2.99,1.5,Cuidado del bebé,Bebé,Bebé,100 GR.,otra
Jabón hidratante Nenuco bote 650 ml,3.59,0.55,Cuidado del bebé,Bebé,Bebé,100 ML.,otra
Agua de colonia infantil Nenuco bote 500 ml,2.85,0.57,Cuidado del bebé,Bebé,Bebé,100 ML.,otra
Esponja infantil extrasuave Planeta Junior de Dia bolsa 1 unidad,0.9,0.9,Cuidado del bebé,Bebé,Bebé,UNIDAD,Dia
Aceite corporal para bebé Planeta Bebé de Dia botella 500 ml,2.29,0.46,Cuidado del bebé,Bebé,Bebé,100 ML.,Dia
Agua de colonia infantil Planeta Bebé de Dia botella 750 ml,1.75,0.23,Cuidado del bebé,Bebé,Bebé,100 ML.,Dia
Gel de baño relajante recambio Planeta Bebé de Dia bolsa 750 ml,1.55,0.21,Cuidado del bebé,Bebé,Bebé,100 ML.,Dia
Gel de baño relajante Planeta Bebé de Dia bote 750 ml,2.25,0.3,Cuidado del bebé,Bebé,Bebé,100 ML.,Dia
Loción corporal relajante Planeta Bebé de Dia bote 500 ml,2.49,0.5,Cuidado del bebé,Bebé,Bebé,100 ML.,Dia
Champú para bebé Planeta Bebé de Dia bote 750 ml,2.35,0.31,Cuidado del bebé,Bebé,Bebé,100 ML.,Dia
Suero fisiológico Planeta Bebé de Dia frasco 30 unidades,3.23,0.11,Cuidado del bebé,Bebé,Bebé,UNIDAD,Dia
Champú camomila Johnson bote 750 ml,4.89,0.65,Cuidado del bebé,Bebé,Bebé,100 ML.,otra
Acondicionador gotas de brillo Johnson spray 200 ml,3.69,1.85,Cuidado del bebé,Bebé,Bebé,100 ML.,otra
Acondicionador no más tirones Johnson spray 200 ml,4.29,2.15,Cuidado del bebé,Bebé,Bebé,100 ML.,otra
Champú gotas de brillo Johnson bote 500 ml,4.29,0.86,Cuidado del bebé,Bebé,Bebé,100 ML.,otra
Acondicionador gotas de fuerza Johnson spray 200 ml,4.29,2.15,Cuidado del bebé,Bebé,Bebé,100 ML.,otra
Champú gold Johnson bote 750 ml,4.89,0.65,Cuidado del bebé,Bebé,Bebé,100 ML.,otra
Loción corporal dulces sueños Johnson bote 500 ml,4.85,0.97,Cuidado del bebé,Bebé,Bebé,100 ML.,otra
Gel de baño dulces sueños Johnson bote 750 ml,3.99,0.53,Cuidado del bebé,Bebé,Bebé,100 ML.,otra
Aceite aloe vera Johnson botella 500 ml,3.7,0.74,Cuidado del bebé,Bebé,Bebé,100 ML.,otra
Agua de colonia Petit cheri botella 750 ml,3.69,0.49,Cuidado del bebé,Bebé,Bebé,100 ML.,otra
Agua de colonia gotas frescas Instituto Español spray 250 ml,4.3,1.72,Cuidado del bebé,Bebé,Bebé,100 ML.,otra
Crema protectora de pañal Johnson tubo 100 ml,4.55,4.55,Cuidado del bebé,Bebé,Bebé,100 ML.,otra
Colonia Nenuco spray 240 ml,3.99,1.66,Cuidado del bebé,Bebé,Bebé,100 ML.,otra
Champú cuidado clásico todo tipo de cabellos Tresemmé botella 685 ml,5.99,0.87,Champú,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,otra
Champú hidratación intensa cabello seco Tresemmé botella 685 ml,5.99,0.87,Champú,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,otra
Champú anticaspa menthol fresh H&s botella 625 ml,8.59,1.37,Champú,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,otra
Champú anticaspa citrus fresh H&s botella 625 ml,8.59,1.37,Champú,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,otra
Champú anticaspa classic H&s botella 625 ml,8.59,1.37,Champú,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,otra
Champú adiós frizz miracles Pantene botella 250 ml,4.99,2.0,Champú,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,otra
Champú carbón activo Anian botella 400 ml,2.99,0.75,Champú,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,otra
Champú reparador cabello muy dañado Elvive botella 300 ml,3.29,1.1,Champú,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,otra
Champú hidra con ácido hialurónico Elvive botella 300 ml,3.29,1.1,Champú,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,otra
Champú reconstructor cabello largo Elvive botella 300 ml,3.29,1.1,Champú,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,otra
Champú nutritivo cabello seco Elvive botella 300 ml,3.29,1.1,Champú,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,otra
Champú fortificante cabello frágil Elvive botella 300 ml,3.29,1.1,Champú,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,otra
Champú protector del color cabello teñido Elvive botella 300 ml,3.29,1.1,Champú,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,otra
Champú anticaída herbolaria milenaria Tío Nacho botella 330 ml,4.99,1.51,Champú,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,otra
Champú repara y revitaliza Anian botella 400 ml,2.99,0.75,Champú,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,otra
Champú micelar high volumen Tulipán Negro botella 400 ml,3.6,0.9,Champú,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,otra
Champú micelar purificante Tulipán Negro botella 400 ml,3.6,0.9,Champú,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,otra
Champú seco antigrasa Syoss spray 200 ml,4.49,2.25,Champú,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,otra
Champú método curly Imaqe de Dia botella 400 ml,3.6,0.9,Champú,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,Imaqe de Dia
Champú duplo repara y protege Pantene botella 2 x 385 ml,6.99,0.91,Champú,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,otra
Champú cebolla y biotina Anian bote 400 ml,2.99,0.75,Champú,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,otra
Acondicionador capilar hidratación intensa Tresemmé botella 685 ml,5.99,0.87,Acondicionadores y mascarillas,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,otra
Acondicionador adiós frizz miracles Pantene tubo 160 ml,3.99,2.49,Acondicionadores y mascarillas,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,otra
Mascarilla repara y revitaliza Anian bote 350 ml,3.3,0.94,Acondicionadores y mascarillas,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,otra
Mascarilla capilar suave y liso Tulipán Negro bote 400 ml,4.9,1.23,Acondicionadores y mascarillas,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,otra
Mascarilla capilar repara y protege Tulipán Negro bote 400 ml,4.9,1.23,Acondicionadores y mascarillas,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,otra
Mascarilla método curly Imaqe de Dia frasco 300 ml,3.99,1.33,Acondicionadores y mascarillas,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,Imaqe de Dia
Acondicionador bifásico instantáneo hidratación Anian spray 250 ml,2.5,1.0,Acondicionadores y mascarillas,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,otra
Acondicionador bifásico instantáneo definición rizos Anian spray 400 ml,3.6,0.9,Acondicionadores y mascarillas,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,otra
Mascarilla cebolla y biotina Anian bote 350 ml,3.3,0.94,Acondicionadores y mascarillas,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,otra
Aceite de argán capilar Imaqe de Dia spray 100 ml,4.45,4.45,Acondicionadores y mascarillas,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,Imaqe de Dia
Acondicionador capilar Noname botella 750 ml,1.2,0.16,Acondicionadores y mascarillas,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,otra
Spray ondas surferas Imaqe de Dia botella 200 ml,2.45,1.23,Acondicionadores y mascarillas,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,Imaqe de Dia
Mascarilla plátano Imaqe de Dia frasco 300 ml,2.89,0.96,Acondicionadores y mascarillas,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,Imaqe de Dia
Crema capilar miel natural Imaqe de Dia bote 200 ml,2.2,1.1,Acondicionadores y mascarillas,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,Imaqe de Dia
Mascarilla oliva natural Imaqe de Dia bote 300 ml,2.95,0.98,Acondicionadores y mascarillas,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,Imaqe de Dia
Mascarilla miel natural Imaqe de Dia bote 300 ml,2.95,0.98,Acondicionadores y mascarillas,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,Imaqe de Dia
Mascarilla aceite de argán Ogx frasco 300 ml,8.99,3.0,Acondicionadores y mascarillas,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,otra
Crema sin aclarado magic flash Revlon spray 200 ml,4.49,2.25,Acondicionadores y mascarillas,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,otra
Crema sin aclarado instant frizz control Pantene frasco 70 ml,7.99,11.41,Acondicionadores y mascarillas,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,otra
Mascarilla repara y protege cabello dañado pack Pantene frasco 600 ml,8.49,1.42,Acondicionadores y mascarillas,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,otra
Mascarilla reparadora con aceite argán Herbal Essences frasco 450 ml,7.99,1.78,Acondicionadores y mascarillas,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,otra
Mascarilla hidra ácido hialurónico Elvive frasco 310 ml,4.5,1.45,Acondicionadores y mascarillas,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,otra
Mascarilla intensiva nutritiva Babaria bote 400 ml,3.55,0.89,Acondicionadores y mascarillas,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,otra
Mascarilla intensiva protector de color Babaria bote 400 ml,3.55,0.89,Acondicionadores y mascarillas,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,otra
Crema capilar nutri rizos sin aclarado Fructis bote 400 ml,5.49,1.37,Acondicionadores y mascarillas,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,otra
Acondicionador suave y liso Pantene tubo 180 ml,2.99,1.66,Acondicionadores y mascarillas,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,otra
Acondicionador tesoros de miel Original Remedies bote 250 ml,3.59,1.44,Acondicionadores y mascarillas,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,otra
Mascarilla hair food papaya reparadora Fructis frasco 390 ml,6.49,1.66,Acondicionadores y mascarillas,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,otra
Mascarilla hair food banana ultra nutritiva Fructis frasco 390 ml,6.49,1.66,Acondicionadores y mascarillas,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,otra
Espuma extrafuerte Imaqe de Dia spray 300 ml,2.2,0.73,Espumas y fijadores,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,Imaqe de Dia
Espuma rizos perfectos Imaqe de Dia spray 300 ml,2.3,0.77,Espumas y fijadores,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,Imaqe de Dia
Cera fijadora acabado mate Imaqe de Dia bote 100 ml,3.45,3.45,Espumas y fijadores,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,Imaqe de Dia
Cera fijadora brillo Imaqe de Dia bote 100 ml,3.45,3.45,Espumas y fijadores,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,Imaqe de Dia
Gel fijación extrafuerte Imaqe de Dia tubo 200 ml,1.85,0.93,Espumas y fijadores,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,Imaqe de Dia
Gel efecto mojado Imaqe de Dia tubo 200 ml,1.85,0.93,Espumas y fijadores,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,Imaqe de Dia
Laca clásica Nelly spray 600 ml,3.38,0.56,Espumas y fijadores,"Perfumería, higiene, salud",Fitoterapia y parafarmacia,100 ML.,otra
