Nombre,Categoria1,Categoria2,UM,Precio Unitario,Precio 
L2108,Refresco de cola zero zero Coca-Cola botella 1.25 l,"Agua, refrescos y zumos",Cola,LITRO,0.8,1
L2108,Refresco de cola zero azúcar Green cola lata 33 cl,"Agua, refrescos y zumos",Cola,LITRO,2.58,0.85
L2108,Refresco de cola zero Pepsi botella 1 l,"Agua, refrescos y zumos",Cola,LITRO,1.25,1.25
L2108,Refresco de cola zero sin cafeína Pepsi lata 33 cl,"Agua, refrescos y zumos",Cola,LITRO,2.39,0.79
L2108,Refresco de cola clásica Pepsi botella 1 l,"Agua, refrescos y zumos",Cola,LITRO,1.25,1.25
L2108,Refresco de cola zero Coca-Cola lata 6 x 200 ml,"Agua, refrescos y zumos",Cola,LITRO,3.33,3.99
L2108,Refresco de cola zero zero Coca-Cola botella 2 x 2 l,"Agua, refrescos y zumos",Cola,LITRO,0.98,3.9
L2108,Refresco de cola zero zero Coca-Cola lata 12 x 33 cl,"Agua, refrescos y zumos",Cola,LITRO,2.64,10.44
L2109,Refresco de limón 6% zumo con gas Upss Dia botella 2 l,"Agua, refrescos y zumos","Limón, lima limón",LITRO,0.46,0.92
L2109,Refresco de limón Fanta lata 33 cl,"Agua, refrescos y zumos","Limón, lima limón",LITRO,2.27,0.75
L2109,Refresco de limón Fanta botella 2 l,"Agua, refrescos y zumos","Limón, lima limón",LITRO,0.9,1.79
L2109,Refresco de lima limón Upss Dia botella 2 l,"Agua, refrescos y zumos","Limón, lima limón",LITRO,0.46,0.92
L2109,Refresco sin gas de limón Upss Dia lata 33 cl,"Agua, refrescos y zumos",Otras bebidas,LITRO,1.48,0.49
L2109,Refresco de limón Upss Dia lata 33 cl,"Agua, refrescos y zumos","Limón, lima limón",LITRO,1.06,0.35
L2109,Refresco de limón sin gas Upss Dia botella 1.5 l,"Agua, refrescos y zumos",Otras bebidas,LITRO,0.7,1.05
L2109,Refresco de limón 6% zumo con gas zero Upss Dia botella 1.5 l,"Agua, refrescos y zumos","Limón, lima limón",LITRO,0.53,0.79
L2109,Refresco de limón zero Schweppes lata 33 cl,"Agua, refrescos y zumos",Otras bebidas,LITRO,2.88,0.95
L2109,Refresco de limón Schweppes lata 33 cl,"Agua, refrescos y zumos","Limón, lima limón",LITRO,2.88,0.95
L2109,Refresco de lima limón Sprite lata 33 cl,"Agua, refrescos y zumos","Limón, lima limón",LITRO,1.79,0.59
L2109,Refresco de limón zero Fanta lata 33 cl,"Agua, refrescos y zumos","Limón, lima limón",LITRO,2.27,0.75
L2109,Refresco de lima limón zero Seven up lata 33 cl,"Agua, refrescos y zumos","Limón, lima limón",LITRO,1.79,0.59
L2109,Refresco de lima limón Sprite botella 2 l,"Agua, refrescos y zumos","Limón, lima limón",LITRO,0.8,1.59
L2109,Refresco en polvo sabor limón Tang bolsa 30 g,"Agua, refrescos y zumos",Otras bebidas,KILO,27.67,0.83
L2109,Refresco de limón zero Fanta botella 2 l,"Agua, refrescos y zumos","Limón, lima limón",LITRO,0.9,1.79
L2110,Refresco de fresa Tang bolsa 30 g,"Agua, refrescos y zumos",Otras bebidas,KILO,27.67,0.83
L2110,Refresco en polvo sabor naranja Tang bolsa 30 g,"Agua, refrescos y zumos",Otras bebidas,KILO,27.67,0.83
L2110,Refresco en polvo sabor tropical Tang bolsa 30 g,"Agua, refrescos y zumos",Otras bebidas,KILO,27.67,0.83
L2110,Bitter Kas lata 33 cl,"Agua, refrescos y zumos",Otras bebidas,LITRO,3,0.99
L2110,Refresco sin gas de limón Upss Dia lata 33 cl,"Agua, refrescos y zumos",Otras bebidas,LITRO,1.48,0.49
L2110,Refresco de naranja sin gas Upss Dia lata 33 cl,"Agua, refrescos y zumos",Otras bebidas,LITRO,1.48,0.49
L2110,Refresco sin gas de naranja y zanahoria Upss Dia botella 1.5 l,"Agua, refrescos y zumos",Otras bebidas,LITRO,0.73,1.09
L2110,Refresco de naranja sin gas Upss Dia botella 1.5 l,"Agua, refrescos y zumos",Otras bebidas,LITRO,0.7,1.05
L2110,Refresco de limón sin gas Upss Dia botella 1.5 l,"Agua, refrescos y zumos",Otras bebidas,LITRO,0.7,1.05
L2110,Bebida de kombucha con kiwi y pepino Komvida botella 250 ml,"Agua, refrescos y zumos",Otras bebidas,LITRO,8.6,2.15
L2110,Pajitas comestibles sabor lima Sorbos caja 170 g,"Agua, refrescos y zumos",Otras bebidas,KILO,16.18,2.75
L2110,Pajitas comestibles sabor fresa Sorbos caja 170 g,"Agua, refrescos y zumos",Otras bebidas,KILO,16.18,2.75
L2110,Refresco multifrutas sin gas Fuensanta botella 33 cl,"Agua, refrescos y zumos",Otras bebidas,LITRO,3.03,1
L2110,Refresco de limón zero Schweppes lata 33 cl,"Agua, refrescos y zumos",Otras bebidas,LITRO,2.88,0.95
L2110,Refresco de sandía sin azúcar Fanta botella 2 l,"Agua, refrescos y zumos",Otras bebidas,LITRO,0.9,1.79
L2110,Refresco de sandía sin azúcar Fanta lata 33 cl,"Agua, refrescos y zumos",Otras bebidas,LITRO,2.27,0.75
L2110,Agua de coco Vita coco brik 330 ml,"Agua, refrescos y zumos",Otras bebidas,LITRO,5.73,1.89
L2110,Agua mineral con frutos rojos zero San Benedetto botella 40 cl,"Agua, refrescos y zumos",Otras bebidas,LITRO,2.23,0.89
L2110,Bebida de kombucha con frutos rojos Komvida botella 250 ml,"Agua, refrescos y zumos",Otras bebidas,LITRO,8.6,2.15
L2110,Bebida de kombucha con jengibre y limón Komvida botella 250 ml,"Agua, refrescos y zumos",Otras bebidas,LITRO,8.6,2.15
L2110,Refresco de fresa sin gas Enjoy botella 1.5 l,"Agua, refrescos y zumos",Otras bebidas,LITRO,0.79,1.19
L2110,Bebida multifrutas Surprise drinks botella 300 ml,"Agua, refrescos y zumos",Otras bebidas,LITRO,4.5,1.35
L2110,Refresco de zumo de fruta mix zero sin gas San Benedetto botella 40 cl,"Agua, refrescos y zumos",Otras bebidas,LITRO,2.48,0.99
L2110,Refresco tropical sin gas Enjoy botella 1.5 l,"Agua, refrescos y zumos",Otras bebidas,LITRO,0.79,1.19
L2110,Ginger ale Schweppes lata 33 cl,"Agua, refrescos y zumos",Otras bebidas,LITRO,3,0.99
L2110,Refresco sin gas de manzana Upss Dia botella 1.5 l,"Agua, refrescos y zumos",Otras bebidas,LITRO,0.7,1.05
L2110,Bitter Bobby Bitter de Dia lata 25 cl,"Agua, refrescos y zumos",Otras bebidas,LITRO,2.2,0.55
L2110,Refresco en polvo sabor limón Tang bolsa 30 g,"Agua, refrescos y zumos",Otras bebidas,KILO,27.67,0.83
L2111,Refresco de té al limón Upss Dia lata 33 cl,"Agua, refrescos y zumos","Tés fríos, cafés frios",LITRO,1.52,0.5
L2111,Refresco de té al limón Nestea botella 1.5 l,"Agua, refrescos y zumos","Tés fríos, cafés frios",LITRO,1.33,1.99
L2111,Refresco de té al limón Nestea lata 33 cl,"Agua, refrescos y zumos","Tés fríos, cafés frios",LITRO,3,0.99
L2111,Refresco de té al limón zero Upss Dia botella 1.5 l,"Agua, refrescos y zumos","Tés fríos, cafés frios",LITRO,0.6,0.9
L2111,Refresco de té al limón Upss Dia botella 1.5 l,"Agua, refrescos y zumos","Tés fríos, cafés frios",LITRO,0.6,0.9
L2111,Refresco de té al melocotón Upss Dia botella 1.5 l,"Agua, refrescos y zumos","Tés fríos, cafés frios",LITRO,0.6,0.9
L2111,Refresco de té de melocotón e hibisco Fuze tea botella 1.25 l,"Agua, refrescos y zumos","Tés fríos, cafés frios",LITRO,1.59,1.99
L2111,Refresco de té verde con aloe vera zero San Benedetto botella 50 cl,"Agua, refrescos y zumos","Tés fríos, cafés frios",LITRO,1.38,0.69
L2111,Refresco de té de melocotón zero San Benedetto botella 50 cl,"Agua, refrescos y zumos","Tés fríos, cafés frios",LITRO,1.38,0.69
L2111,Kombucha sabor limón y jengibre Dia botella 37 cl,"Agua, refrescos y zumos","Tés fríos, cafés frios",LITRO,4.84,1.79
L2111,Kombucha sabor frambuesa Dia botella 37 cl,"Agua, refrescos y zumos","Tés fríos, cafés frios",LITRO,4.84,1.79
L2111,Refresco de té rooibos sabor fresa bajo en calorías Tetería de Dia botella 1.5 l,"Agua, refrescos y zumos","Tés fríos, cafés frios",LITRO,0.7,1.05
L2111,Refresco de té sabor hierbabuena y limón zero Tetería de Dia botella 1.5 l,"Agua, refrescos y zumos","Tés fríos, cafés frios",LITRO,0.7,1.05
L2111,Refresco vitamin té negro con melocotón zero Viwa botella 60 cl,"Agua, refrescos y zumos","Tés fríos, cafés frios",LITRO,2.92,1.75
L2111,Café cappuccino Kaiku vaso 370 ml,"Agua, refrescos y zumos","Tés fríos, cafés frios",LITRO,6.73,2.49
L2111,Batido de chocolate enriquecido con proteínas Valio botella 260 g,"Agua, refrescos y zumos","Tés fríos, cafés frios",KILO,8.65,2.25
L2111,Café latte macchiato Cafetería de Dia botella 230 ml,"Agua, refrescos y zumos","Tés fríos, cafés frios",LITRO,4.13,0.95
L2111,Café espresso Cafetería de Dia botella 230 ml,"Agua, refrescos y zumos","Tés fríos, cafés frios",LITRO,4.13,0.95
L2111,Café cappuccino Cafetería de Dia botella 230 ml,"Agua, refrescos y zumos","Tés fríos, cafés frios",LITRO,4.13,0.95
L2111,Refresco de té verde con aloe vera San Benedetto botella 1.5 l,"Agua, refrescos y zumos","Tés fríos, cafés frios",LITRO,0.77,1.15
L2111,Refresco de té verde Upss Dia lata 33 cl,"Agua, refrescos y zumos","Tés fríos, cafés frios",LITRO,1.52,0.5
L2111,Café vainilla Kaiku vaso 230 ml,"Agua, refrescos y zumos","Tés fríos, cafés frios",LITRO,7.78,1.79
L2111,Café light Kaiku vaso 230 ml,"Agua, refrescos y zumos","Tés fríos, cafés frios",LITRO,7.78,1.79
L2111,Café cappuccino Kaiku vaso 230 ml,"Agua, refrescos y zumos","Tés fríos, cafés frios",LITRO,7.78,1.79
L2111,Café espresso Kaiku vaso 230 ml,"Agua, refrescos y zumos","Tés fríos, cafés frios",LITRO,7.78,1.79
L2111,Refresco de té verde con granada Arizona botella 50 cl,"Agua, refrescos y zumos","Tés fríos, cafés frios",LITRO,2.7,1.35
L2111,Refresco de té verde con miel Arizona botella 50 cl,"Agua, refrescos y zumos","Tés fríos, cafés frios",LITRO,2.7,1.35
L2111,Refresco de té al limón sin azúcar Nestea lata 33 cl,"Agua, refrescos y zumos","Tés fríos, cafés frios",LITRO,3,0.99
L2111,Refresco de té al limón sin azúcar Nestea botella 1.5 l,"Agua, refrescos y zumos","Tés fríos, cafés frios",LITRO,1.33,1.99
L2112,Tónica Schweppes botella 1 l,"Agua, refrescos y zumos",Tónicas,LITRO,1.9,1.9
L2112,Tónica zero Schweppes lata 33 cl,"Agua, refrescos y zumos",Tónicas,LITRO,2.88,0.95
L2112,Tónica Schweppes lata 33 cl,"Agua, refrescos y zumos",Tónicas,LITRO,2.88,0.95
L2112,Tónica Toni Tónico de Dia lata 33 cl,"Agua, refrescos y zumos",Tónicas,LITRO,1.12,0.37
L2112,Tónica rosa zero Schweppes lata 33 cl,"Agua, refrescos y zumos",Tónicas,LITRO,2.88,0.95
L2112,Tónica premium yuzu Royal Bliss lata 25 cl,"Agua, refrescos y zumos",Tónicas,LITRO,3,0.75
L2112,Tónica premium bohemian berry sensation Royal Bliss lata 25 cl,"Agua, refrescos y zumos",Tónicas,LITRO,3,0.75
L2112,Tónica de limón Schweppes lata 33 cl,"Agua, refrescos y zumos",Tónicas,LITRO,2.88,0.95
L2112,Refresco tónica Organics lata 1 l,"Agua, refrescos y zumos",Tónicas,LITRO,5.99,5.99
L2112,Tónica con toque de lima Schweppes botella 20 cl,"Agua, refrescos y zumos",Tónicas,LITRO,8.75,1.75
L2112,Tónica Nordic Mist lata 25 cl,"Agua, refrescos y zumos",Tónicas,LITRO,2.6,0.65
L2112,Tónica Toni Tónico de Dia botella 1.5 l,"Agua, refrescos y zumos",Tónicas,LITRO,0.63,0.95
L2112,Tónica zero Schweppes botella 1 l,"Agua, refrescos y zumos",Tónicas,LITRO,1.9,1.9
L2113,Zumo de naranja exprimida con pulpa Don Simón brik 1 l,"Agua, refrescos y zumos",Zumos,LITRO,2.95,2.95
L2113,Néctar light tropical Juver Disfruta brik 2 l,"Agua, refrescos y zumos",Zumos,LITRO,1.68,3.35
L2113,Zumo de piña 100% Zumosfera de Dia brik 1 l,"Agua, refrescos y zumos",Zumos,LITRO,1.25,1.25
L2113,Bebida de frutas con leche tropical Zumosfera de Dia brik 3 x 330 ml,"Agua, refrescos y zumos",Zumos,LITRO,1.01,1
L2113,Néctar de pera selección Granini botella 1 l,"Agua, refrescos y zumos",Zumos,LITRO,2.69,2.69
L2113,Mosto tinto Greip botella 1 l,"Agua, refrescos y zumos",Zumos,LITRO,2.59,2.59
L2113,Zumo de naranja 100% con pulpa Zumosfera de Dia brik 1 l,"Agua, refrescos y zumos",Zumos,LITRO,1.75,1.75
L2113,Bebida de frutas con leche tropical Zumosfera de Dia brik 1 l,"Agua, refrescos y zumos",Zumos,LITRO,0.95,0.95
L2113,Néctar piña Granini botella 1 l,"Agua, refrescos y zumos",Zumos,LITRO,2.69,2.69
L2113,Zumo de naranja Simon Life botella 1.5 l,"Agua, refrescos y zumos",Zumos,LITRO,1.23,1.85
L2113,Zumo de manzana 100% Zumosfera de Dia brik 6 x 200 ml,"Agua, refrescos y zumos",Zumos,LITRO,1.16,1.39
L2113,Bebida con leche tropical Pascual Bifrutas brik 3 x 330 ml,"Agua, refrescos y zumos",Zumos,LITRO,2.52,2.49
L2113,Néctar light piña Juver Disfruta brik 6 x 200 ml,"Agua, refrescos y zumos",Zumos,LITRO,2.49,2.99
L2113,Néctar melocotón sin azúcares añadidos Juver Disfruta brik 6 x 200 ml,"Agua, refrescos y zumos",Zumos,LITRO,2.49,2.99
L2113,Limonada natural con gas Don Simón lata 33 cl,"Agua, refrescos y zumos",Zumos,LITRO,2.27,0.75
L2113,Bebida de leche y zumo de frutas tropical Don Simón pack 4 x 330 ml,"Agua, refrescos y zumos",Zumos,LITRO,1.13,1.49
L2113,Néctar light de naranja y uva Juver brik 1.5 l,"Agua, refrescos y zumos",Zumos,LITRO,1.9,2.85
L2113,Néctar light de piña Juver Disfruta brik 1.5 l,"Agua, refrescos y zumos",Zumos,LITRO,1.9,2.85
L2113,Néctar light de melocotón Juver Disfruta brik 1.5 l,"Agua, refrescos y zumos",Zumos,LITRO,1.9,2.85
L2113,Néctar light manzana Juver Disfruta brik 1.5 l,"Agua, refrescos y zumos",Zumos,LITRO,1.66,2.49
L2113,Néctar light 10 frutas con 10 vitaminas Juver Disfruta brik 1.5 l,"Agua, refrescos y zumos",Zumos,LITRO,1.66,2.49
L2113,Zumo exprimido de uva Merlot y uva roja 100% Zumosfera de Dia brik 1 l,"Agua, refrescos y zumos",Zumos,LITRO,1.99,1.99
L2113,Bebida refrescante sabor piña colada Zumosfera de Dia botella 1 l,"Agua, refrescos y zumos",Zumos,LITRO,1.49,1.49
L2113,Bebida de zumo de frutas tropical con bebida de avena Pascual Bifrutas botella 240 ml,"Agua, refrescos y zumos",Zumos,LITRO,4.54,1.09
L2113,Zumo de manzana sin azúcares añadidos Zumosfera de Dia brik 1 l,"Agua, refrescos y zumos",Zumos,LITRO,0.89,0.89
L2113,Zumo de melocotón sin azúcares añadidos Zumosfera de Dia brik 1 l,"Agua, refrescos y zumos",Zumos,LITRO,0.99,0.99
L2113,Zumo de naranja sin azúcares añadidos Zumosfera de Dia brik 1 l,"Agua, refrescos y zumos",Zumos,LITRO,0.95,0.95
L2113,Zumo de piña sin azúcares añadidos Zumosfera de Dia brik 1 l,"Agua, refrescos y zumos",Zumos,LITRO,0.89,0.89
L2113,Bebida refrescante sabor mojito Zumosfera de Dia brik 1 l,"Agua, refrescos y zumos",Zumos,LITRO,1.49,1.49
L2113,Limonada Zumosfera de Dia botella 1 l,"Agua, refrescos y zumos",Zumos,LITRO,1.49,1.49
L2114,Bebida refrescante de limón Aquarius botella 500 ml,"Agua, refrescos y zumos",Bebidas isotónicas,LITRO,2.9,1.45
L2114,Bebida refrescante aromatizada cítrico Get move de Dia lata 330 ml,"Agua, refrescos y zumos",Bebidas isotónicas,LITRO,1.36,0.45
L2114,Bebida refrescante de limón Aquarius lata 330 ml,"Agua, refrescos y zumos",Bebidas isotónicas,LITRO,2.7,0.89
L2114,Bebida refrescante aromatizada ice storm Powerade botella 500 ml,"Agua, refrescos y zumos",Bebidas isotónicas,LITRO,2.9,1.45
L2114,Bebida refrescante de limón Aquarius botella 1.5 l,"Agua, refrescos y zumos",Bebidas isotónicas,LITRO,1.17,1.75
L2114,Refresco vitamin brainboost zero Viwa botella 600 ml,"Agua, refrescos y zumos",Bebidas isotónicas,LITRO,2.92,1.75
L2114,Bebida refrescante de naranja zero Aquarius lata 330 ml,"Agua, refrescos y zumos",Bebidas isotónicas,LITRO,2.7,0.89
L2114,Bebida refrescante de naranja Aquarius lata 330 ml,"Agua, refrescos y zumos",Bebidas isotónicas,LITRO,2.7,0.89
L2114,Bebida refrescante aromatizada azul Get move de Dia botella 500 ml,"Agua, refrescos y zumos",Bebidas isotónicas,LITRO,1.2,0.6
L2114,Bebida refrescante de limón Aquarius lata 9 x 33 cl,"Agua, refrescos y zumos",Bebidas isotónicas,LITRO,2.59,7.69
L2114,Bebida refrescante de naranja Aquarius lata 9 x 33 cl,"Agua, refrescos y zumos",Bebidas isotónicas,LITRO,2.59,7.69
L2114,Bebida refrescante aromatizada cítrico zero Get move de Dia botella 1.5 l,"Agua, refrescos y zumos",Bebidas isotónicas,LITRO,0.63,0.95
L2114,Bebida refrescante de limón Aquarius botella 2 x 1.5 l,"Agua, refrescos y zumos",Bebidas isotónicas,LITRO,1.3,3.89
L2114,Bebida refrescante de limón zero Aquarius lata 330 ml,"Agua, refrescos y zumos",Bebidas isotónicas,LITRO,2.7,0.89
L2114,Bebida refrescante aromatizada naranja Get move de Dia botella 1.5 l,"Agua, refrescos y zumos",Bebidas isotónicas,LITRO,0.63,0.95
L2114,Bebida refrescante aromatizada cítrico Get move de Dia botella 1.5 l,"Agua, refrescos y zumos",Bebidas isotónicas,LITRO,0.63,0.95
L2114,Bebida refrescante de limón zero Aquarius botella 1.5 l,"Agua, refrescos y zumos",Bebidas isotónicas,LITRO,1.09,1.64
L2114,Bebida refrescante de naranja zero Aquarius botella 1.5 l,"Agua, refrescos y zumos",Bebidas isotónicas,LITRO,1.33,1.99
L2114,Bebida refrescante de naranja Aquarius botella 1.5 l,"Agua, refrescos y zumos",Bebidas isotónicas,LITRO,1.33,1.99
L2115,Cerveza especial Ambar lata 50 cl,"Cervezas, vinos y bebidas con alcohol",Cervezas,LITRO,2.58,1.29
L2115,Cerveza Estrella damm lata 12 x 33 cl,"Cervezas, vinos y bebidas con alcohol",Cervezas,LITRO,2.42,9.59
L2115,Cerveza Estrella damm lata 33 cl,"Cervezas, vinos y bebidas con alcohol",Cervezas,LITRO,2.58,0.85
L2115,Cerveza San Miguel botella 12 x 25 cl,"Cervezas, vinos y bebidas con alcohol",Cervezas,LITRO,2.13,6.39
L2115,Cerveza clásica Mahou botella 12 x 25 cl,"Cervezas, vinos y bebidas con alcohol",Cervezas,LITRO,2.16,6.48
L2115,Cerveza Mahou 5 Estrellas lata 12 x 33 cl,"Cervezas, vinos y bebidas con alcohol",Cervezas,LITRO,2.52,9.96
L2115,Cerveza especial Ambar lata 9 x 33 cl,"Cervezas, vinos y bebidas con alcohol",Cervezas,LITRO,2.49,7.39
L2115,Cerveza Mahou 5 Estrellas botella 12 x 25 cl,"Cervezas, vinos y bebidas con alcohol",Cervezas,LITRO,2.24,6.71
L2115,Cerveza tradicional Alhambra lata 33 cl,"Cervezas, vinos y bebidas con alcohol",Cervezas,LITRO,2.27,0.75
L2115,Cerveza Amstel lata 33 cl,"Cervezas, vinos y bebidas con alcohol",Cervezas,LITRO,2.27,0.75
L2115,Cerveza lager Ramblers de Dia botella 1 l,"Cervezas, vinos y bebidas con alcohol",Cervezas,LITRO,1.05,1.05
L2115,Cerveza San Miguel lata 50 cl,"Cervezas, vinos y bebidas con alcohol",Cervezas,LITRO,2.18,1.09
L2115,Cerveza Amstel lata 12 x 33 cl,"Cervezas, vinos y bebidas con alcohol",Cervezas,LITRO,2.14,8.49
L2115,Cerveza especial Ramblers de Dia lata 33 cl,"Cervezas, vinos y bebidas con alcohol",Cervezas,LITRO,1.12,0.37
L2115,Cerveza sin filtrar Mahou 5 Estrellas botella 33 cl,"Cervezas, vinos y bebidas con alcohol",Cervezas,LITRO,3,0.99
L2115,Cerveza rubia mexicana Corona lata 6 x 33 cl,"Cervezas, vinos y bebidas con alcohol",Cervezas,LITRO,3.33,6.6
L2115,Cerveza sin filtrar El aguila lata 33 cl,"Cervezas, vinos y bebidas con alcohol",Cervezas,LITRO,2.67,0.88
L2115,Cerveza dorada El aguila botella 6 x 20 cl,"Cervezas, vinos y bebidas con alcohol",Cervezas,LITRO,2.33,2.79
L2115,Cerveza sin filtrar Mahou 5 Estrellas lata 33 cl,"Cervezas, vinos y bebidas con alcohol",Cervezas,LITRO,2.88,0.95
L2115,Cerveza silver Heineken lata 33 cl,"Cervezas, vinos y bebidas con alcohol",Cervezas,LITRO,2.58,0.85
L2115,Cerveza especial Alhambra botella 6 x 20 cl,"Cervezas, vinos y bebidas con alcohol",Cervezas,LITRO,2.91,3.49
L2115,Cerveza La salve lata 33 cl,"Cervezas, vinos y bebidas con alcohol",Cervezas,LITRO,2.39,0.79
L2115,Cerveza rubia dorada El aguila lata 10 x 33 cl,"Cervezas, vinos y bebidas con alcohol",Cervezas,LITRO,2.51,8.29
L2115,Cerveza tostada Amstel lata 10 x 33 cl,"Cervezas, vinos y bebidas con alcohol",Cervezas,LITRO,2.51,8.29
L2115,Cerveza original lager La Sagra lata 33 cl,"Cervezas, vinos y bebidas con alcohol",Cervezas,LITRO,2.39,0.79
L2115,Cerveza especial Cruzcampo botella 6 x 200 ml,"Cervezas, vinos y bebidas con alcohol",Cervezas,LITRO,2.83,3.39
L2115,Cerveza Mahou 5 Estrellas lata 25 cl,"Cervezas, vinos y bebidas con alcohol",Cervezas,LITRO,2.76,0.69
L2115,Cerveza lager Ramblers de Dia botella 1 l,"Cervezas, vinos y bebidas con alcohol",Cervezas,LITRO,0.93,0.93
L2115,Cerveza rubia dorada El aguila lata 33 cl,"Cervezas, vinos y bebidas con alcohol",Cervezas,LITRO,2.58,0.85
