Nombre,Precio,Precio_unidad_outlayers,categoria,categoria_producto,subcategoria,Marca,Unidad_medida,Supermercado,Precio_unit
Chips de mango ecológicos Carrefour Bio doy pack 80 g.,2.35,29.37,la despensa,Aperitivos,aperitivos,CARREFOUR,KILO,Carrefour,29.37
Café molido mezcla Carrefour 250 g.,2.35,9.4,la despensa,"Cacao, café e infusiones",desayuno,CARREFOUR,KILO,Carrefour,9.4
Snack de bacón para perros Purina Friskies Bon Bacon 120 g.,2.35,19.58,mascotas,Mascotas,perros,,KILO,Carrefour,19.58
Bagels clásico Bimbo 4 ud.,2.35,7.83,la despensa,Cuidado facial y corporal,panaderia bolleria y pasteleria,,KILO,Carrefour,7.83
Patatas chips sabor queso curado y trufa negra Frit Ravich sin gluten 150 g.,2.35,15.67,la despensa,Aperitivos,aperitivos,FRIT RAVICH,KILO,Carrefour,15.67
Alcachofa cortada Carrefour Classic 400 g.,2.35,5.87,congelados,Congelados,verduras congeladas,CARREFOUR,KILO,Carrefour,5.87
Té descafeinado en bolsitas Pompadour 25 ud.,2.35,53.41,la despensa,"Cacao, café e infusiones",desayuno,POMPADOUR,KILO,Carrefour,53.41
Mortadela de vaca y ave natural halal Chaer 600 g.,2.35,3.92,productos frescos,Charcutería y quesos,charcuteria,MAGINA,KILO,Carrefour,3.92
Salchichas cubiertas de hojaldre horneadas Pukka Pies 170 g.,2.35,13.82,congelados,"Aceite, especias y salsas",pizzas congeladas,PUKKA PIES,KILO,Carrefour,13.82
Dentífrico junior 1 - 6 años con flúor para dientes de leche sabor fresa suave Licor del Polo 50 ml.,2.35,4.701,perfumeria e higiene,Bodega,boca y sonrisa,,100 ML,Carrefour,4.701
Snack para perros Purina Friskies Funtastix 175 g,2.35,13.43,mascotas,Mascotas,perros,,KILO,Carrefour,13.43
Sazonador para barbacoa Carmencita sin gluten 65 g.,2.35,39.17,la despensa,"Aceite, especias y salsas",alimentacion,CARMENCITA,KILO,Carrefour,39.17
"Cabecero de Lomo en lonchas Carrefour sin gluten pack de 4 unidades de 31,25 g",2.35,18.8,productos frescos,Charcutería y quesos,charcuteria,CARREFOUR,KILO,Carrefour,18.8
Leche infantil de crecimiento de 12 a 36 meses con cereales Nestlé Nativa Crecimiento 3 sin azúcar añadido brik 1 l.,2.35,2.35,bebe,Bebé,alimentacion infantil,NATIVA,LITRO,Carrefour,2.35
Acondicionador hidratante para pelo seco y apagado con colágeno Vitalizing Science 400 ml.,2.35,0.591,perfumeria e higiene,Cuidado del cabello,cabello,,100 ML,Carrefour,0.591
Chocolate negro 72% cacao mini tableta Carrefour Selección 200 g.,2.35,11.75,la despensa,"Azúcar, caramelos y chocolate",dulce,CARREFOUR,KILO,Carrefour,11.75
Menendez Natural,2.35,3.36,bebidas,Bodega,sidra,MENENDEZ,LITRO,Carrefour,3.36
Patatas fritas en aceite de oliva virgen extra Frit Ravich 160 g.,2.35,13.82,la despensa,"Aceite, especias y salsas",aperitivos,FRIT RAVICH,KILO,Carrefour,13.82
Preparado de soja para cocinar ecológico Carrefour Bio 250 ml.,2.35,9.4,la despensa,"Huevos, leche y mantequilla",lacteos,CARREFOUR,LITRO,Carrefour,9.4
Té verde ecológico Carrefour Bio 100 g.,2.35,23.5,la despensa,"Cacao, café e infusiones",desayuno,CARREFOUR,KILO,Carrefour,23.5
Coliflor sin sal añadida Carrefour 390 g.,2.35,6.03,la despensa,"Aceite, especias y salsas",conservas sopas y precocinados,CARREFOUR,KILO,Carrefour,6.03
Arándanos rojos deshidratados ecológicos Carrefour Bio doy pack 125 g.,2.35,18.8,la despensa,Aperitivos,aperitivos,CARREFOUR,KILO,Carrefour,18.8
Chocolate negro 99% Selección Carrefour sin gluten 100 g.,2.35,23.5,la despensa,"Azúcar, caramelos y chocolate",dulce,CARREFOUR,KILO,Carrefour,23.5
"Preparado lácteo infantil de crecimiento desde 3 años 
con galleta maría Nestlé Nativa Crecimiento Junior brik 1 l.",2.35,2.35,bebe,Bebé,alimentacion infantil,NESTLE,LITRO,Carrefour,2.35
Aceitunas verdes rellenas de jamón ibérico La Española sin gluten 85 g.,2.35,0.0,la despensa,Aperitivos,aperitivos,,No especificado,Carrefour,0.0
Acondicionador reparador para pelo seco y dañado con keratina Restore Science 400 ml.,2.35,0.591,perfumeria e higiene,Cuidado del cabello,cabello,,100 ML,Carrefour,0.591
Champú seco purificante con limón Carrefour Soft 75 ml.,2.35,3.131,perfumeria e higiene,Cuidado del cabello,cabello,CARREFOUR,100 ML,Carrefour,3.131
Lentejas a la riojana Litoral sin gluten 425 g.,2.35,0.0,la despensa,"Arroz, legumbres y pasta",conservas sopas y precocinados,LITORAL,No especificado,Carrefour,0.0
Bebida de soja con calcio Calcimel Santiveri sin gluten sin lactosa brik 1 l.,2.35,2.35,la despensa,"Huevos, leche y mantequilla",lacteos,SANTIVERI,LITRO,Carrefour,2.35
Salchichón extra sin gluten 4x60 g,2.35,9.79,productos frescos,"Aceite, especias y salsas",charcuteria,CARREFOUR,KILO,Carrefour,9.79
Neceser Ponette 1 ud.,2.35,2.35,perfumeria e higiene,Cuidado facial y corporal,cuidado y proteccion corporal,,UNIDAD,Carrefour,2.35
Galletas María dorada sin azúcares añadido Zero Gullón 400 g.,2.35,5.87,la despensa,Cereales y galletas,desayuno,GULLON,KILO,Carrefour,5.87
Mezcla de verduras y legumbre cocinadas para cuscús Carrefour Sensation 660 g.,2.35,3.56,la despensa,"Arroz, legumbres y pasta",conservas sopas y precocinados,CARREFOUR,KILO,Carrefour,3.56
Exfoliante capilar detox Carrefour Soft 250 ml.,2.35,0.941,perfumeria e higiene,Cuidado del cabello,cabello,,100 ML,Carrefour,0.941
Crema de manos aloe vera Nivea 100 ml.,2.35,2.351,perfumeria e higiene,Cuidado facial y corporal,cuidado y proteccion corporal,,100 ML,Carrefour,2.351
Regañá sabor fuet Panceliac sin gluten y sin lactosa 80 g.,2.35,29.37,la despensa,Panadería y pastelería,panaderia bolleria y pasteleria,PANCELIAC,KILO,Carrefour,29.37
Preparado para cuajada Royal 60 g.,2.35,39.17,la despensa,"Azúcar, caramelos y chocolate",dulce,ROYAL,KILO,Carrefour,39.17
Horchata de chufa ecológica Carrefour Bio sin gluten sin lactosa brik 1 l.,2.35,2.35,la despensa,"Huevos, leche y mantequilla",lacteos,,LITRO,Carrefour,2.35
Queso fresco natural ecológico Carrefour Bio 500 g.,2.35,4.7,productos frescos,Charcutería y quesos,quesos,CARREFOUR,KILO,Carrefour,4.7
Crema de coco ecológico Carrefour Bio brick 330 ml.,2.35,7.12,la despensa,"Huevos, leche y mantequilla",lacteos,,KILO,Carrefour,7.12
Barra de pan rústica multicereales rebanada 400 g,2.35,5.87,productos frescos,Panadería y pastelería,panaderia tradicional,CARREFOUR,KILO,Carrefour,5.87
Tortillas de maíz para tacos Mexifoods sin gluten 250 g.,2.35,9.4,la despensa,"Conservas, caldos y cremas",conservas sopas y precocinados,MEXIFOODS,KILO,Carrefour,9.4
Vendas elásticas lavables Carrefour Soft 2 ud.,2.35,1.17,parafarmacia,Fitoterapia y parafarmacia,botiquin,,UNIDAD,Carrefour,1.17
Torta de anís y sésamo Classic' Carrefour 400 g.,2.35,5.87,la despensa,Bodega,panaderia bolleria y pasteleria,CARREFOUR,KILO,Carrefour,5.87
Multivitamínico sabor naranja en comprimidos efervescentes H4U 20 ud.,2.35,2.611,parafarmacia,Fitoterapia y parafarmacia,nutricion y dietetica,,100 GR,Carrefour,2.611
Vinagre balsámico de módena Borges 250 ml.,2.35,9.4,la despensa,"Aceite, especias y salsas",alimentacion,,LITRO,Carrefour,9.4
Pechuguita de Pollo Asada al Horno en lonchas La Carloteña sin gluten 100 g,2.35,23.5,productos frescos,Charcutería y quesos,charcuteria,,KILO,Carrefour,23.5
Zumo de arándano Carrefour brik 1 l.,2.35,2.35,bebidas,Zumos,aguas y zumos,CARREFOUR,LITRO,Carrefour,2.35
Avellanas bañadas en chocolate blanco y canela Carrefour  Extra sin gluten doy pack 150 g.,2.35,15.67,la despensa,"Aceite, especias y salsas",dulce,CARREFOUR,KILO,Carrefour,15.67
Queso de vaca semicurado 200 g.,2.35,11.75,productos frescos,Charcutería y quesos,quesos,PRODUCTO BLANCO,KILO,Carrefour,11.75
Patatas fritas lisas Carrefour 350 g.,2.35,6.71,la despensa,Aperitivos,aperitivos,CARREFOUR,KILO,Carrefour,6.71
Anacardos bañados en chocolate con leche Carrefour Extra sin gluten doy pack 150 g.,2.35,15.67,la despensa,"Azúcar, caramelos y chocolate",dulce,CARREFOUR,KILO,Carrefour,15.67
Gotas de chocolate negro Carrefour sin gluten 250 g.,2.35,9.4,la despensa,"Azúcar, caramelos y chocolate",dulce,CARREFOUR,KILO,Carrefour,9.4
Anacardo frito con miel Sensation Carrefour 125 g.,2.35,18.8,la despensa,Aperitivos,aperitivos,CARREFOUR,KILO,Carrefour,18.8
Brocha maquillaje eyebroy Dytas 1 ud.,2.35,2.35,perfumeria e higiene,Cuidado facial y corporal,cosmetica,,UNIDAD,Carrefour,2.35
Crackers con quinoa y chía Gullón 250 g.,2.35,9.4,la despensa,"Arroz, legumbres y pasta",aperitivos,GULLON,KILO,Carrefour,9.4
"Agua mineral Evian 1,5 l.",2.35,1.57,bebidas,Agua y refrescos,aguas y zumos,,LITRO,Carrefour,1.57
Alas de pollo adobadas partidas Carrefour 550 g aprox,2.35,0.0,productos frescos,Carne,carniceria,CARREFOUR,No especificado,Carrefour,0.0
Plantilla confort kids Carrefour Expert 1 par.,2.35,2.35,limpieza y hogar,Limpieza y hogar,calzado,CARREFOUR,UNIDAD,Carrefour,2.35
Galleta maría Cuetara sin azúcar añadido 400 g.,2.35,5.87,la despensa,Cereales y galletas,desayuno,CUETARA GALLETA,KILO,Carrefour,5.87
Chorizo extra de Pamplona en lonchas Carrefour El Mercado pack de 4 unidades de 60 g,2.35,9.79,productos frescos,Charcutería y quesos,charcuteria,CARREFOUR,KILO,Carrefour,9.79
Avellana tostada de Reus De Nuestra Tierra doy pack 90 g.,2.35,26.11,la despensa,Aperitivos,aperitivos,NUESTRA TIERRA,KILO,Carrefour,26.11
Aceitunas verdes manzanilla con hueso Carrefour pack de 3 bolsas de 100 g.,2.35,7.83,la despensa,"Cacao, café e infusiones",aperitivos,CARREFOUR,KILO,Carrefour,7.83
Tofu natural ecológico Carrefour Bio sin gluten sin lactosa 400 g.,2.35,5.87,la despensa,"Conservas, caldos y cremas",conservas sopas y precocinados,CARREFOUR,KILO,Carrefour,5.87
Sidra Kopparberg Premium sabor frutas mezcladas lata 50 cl.,2.35,4.7,bebidas,Bodega,sidra,KOPPARBERG,LITRO,Carrefour,4.7
Hummus classic Carrefour Extra sin gluten 420 g.,2.35,5.6,la despensa,"Conservas, caldos y cremas",conservas sopas y precocinados,CARREFOUR,KILO,Carrefour,5.6
Piña en rodajas en su jugo Classic Carrefour pack de 3 unidades de 140 g.,2.35,5.6,la despensa,"Conservas, caldos y cremas",conservas sopas y precocinados,CARREFOUR,KILO,Carrefour,5.6
Salsa bechamel Classic Carrefour brik 500 ml.,2.35,4.7,la despensa,"Aceite, especias y salsas",alimentacion,CARREFOUR,LITRO,Carrefour,4.7
Compresas ultra fina con altas super + refresh Carrefour 12 ud.,2.35,0.2,perfumeria e higiene,Cuidado facial y corporal,higiene intima,,UNIDAD,Carrefour,0.2
Infusión buenas noches en bolsitas ecológica Carrefour Bio 20 ud.,2.35,83.93,la despensa,"Cacao, café e infusiones",desayuno,CARREFOUR,KILO,Carrefour,83.93
Crema de manos nutritiva karite ecológica para piel seca Carrefour,2.35,3.131,perfumeria e higiene,Cuidado facial y corporal,cuidado y proteccion corporal,,100 ML,Carrefour,3.131
Preparado lácteo infantil de crecimiento desde 12 meses Nestlé Nativa 3 sin gluten y sin azúcar añadido brik 1 l.,2.35,2.35,bebe,Bebé,alimentacion infantil,NATIVA,LITRO,Carrefour,2.35
Barritas Nutella B-ready pack de 6 unidades de 30 g.,2.35,13.06,la despensa,Cereales y galletas,desayuno,NUTELLA,KILO,Carrefour,13.06
Chicles de fresa Trident sin azúcar 56 g.,2.35,40.52,la despensa,"Azúcar, caramelos y chocolate",dulce,TRIDENT,KILO,Carrefour,40.52
Macarrones boloñesa Carrefour El Mercado 280 g,2.35,8.39,productos frescos,"Arroz, legumbres y pasta",platos preparados cocinados,CARREFOUR,KILO,Carrefour,8.39
Melocotón en almibar ligero Classic Carrefour 480 g.,2.35,4.9,la despensa,"Conservas, caldos y cremas",conservas sopas y precocinados,CARREFOUR,KILO,Carrefour,4.9
Sidra El Gaiter sin gluten 75 cl,2.35,3.13,bebidas,Bodega,sidra,GAITERO,LITRO,Carrefour,3.13
Salsa burger Hellmann's envase 250 ml.,2.35,9.4,la despensa,"Aceite, especias y salsas",alimentacion,HELLMANNS,LITRO,Carrefour,9.4
Azúcar avainillado Vahiné 90 g.,2.35,26.11,la despensa,"Azúcar, caramelos y chocolate",dulce,,KILO,Carrefour,26.11
Aceituna arbequina con hueso De Nuestra Tierra 210 g.,2.35,11.19,la despensa,Aperitivos,aperitivos,,KILO,Carrefour,11.19
Preparado lácteo infantil de crecimiento desde 12 meses sabor galleta maría Nestlé Nativa 3 brik 1 l.,2.35,2.35,bebe,Bebé,alimentacion infantil,NATIVA,LITRO,Carrefour,2.35
Infusión digestive en bolsitas ecológica Carrefour Bio 20 ud.,2.35,83.93,la despensa,"Cacao, café e infusiones",desayuno,CARREFOUR,KILO,Carrefour,83.93
Crema de manos urea Instituto Español 75 ml.,2.35,3.131,perfumeria e higiene,Cuidado facial y corporal,cuidado y proteccion corporal,,100 ML,Carrefour,3.131
Pasta Trofie Barilla Collezione 500 g.,2.35,4.7,la despensa,"Arroz, legumbres y pasta",alimentacion,BARILLA,KILO,Carrefour,4.7
Queso fresco ricotta Trentin 250 g.,2.35,9.4,productos frescos,Charcutería y quesos,quesos,,KILO,Carrefour,9.4
Sidra Kopparberg Premium sabor frutos del bosque lata 50 cl.,2.35,4.7,bebidas,Bodega,sidra,KOPPARBERG,LITRO,Carrefour,4.7
"Lomo Embuchado en lonchas Carrefour sin gluten pack de 4 unidades de 31,25 g",2.35,18.8,productos frescos,Charcutería y quesos,charcuteria,CARREFOUR,KILO,Carrefour,18.8
Champú hidratante para pelo seco y apagado con colágeno Vitalizing Science 400 ml.,2.35,0.591,perfumeria e higiene,Cuidado del cabello,cabello,,100 ML,Carrefour,0.591
Leche fermentada líquida desnatada de fresa Danone Vitalinea Densia pack de 4 unidades de 100 g.,2.35,5.87,la despensa,Postres y yogures,yogures y postres,DENSIA,KILO,Carrefour,5.87
Mejillones en escabeche 16/20 Classic Carrefour sin gluten pack de 3 unidades de 43 g.,2.35,18.22,la despensa,"Conservas, caldos y cremas",conservas sopas y precocinados,,KILO,Carrefour,18.22
Sardinas en escabeche De Nuestra Tierra 80 g.,2.35,29.37,la despensa,"Conservas, caldos y cremas",conservas sopas y precocinados,NUESTRA TIERRA,KILO,Carrefour,29.37
Pote asturiano Original Carrefour sin gluten 430 g.,2.35,5.47,la despensa,"Conservas, caldos y cremas",conservas sopas y precocinados,CARREFOUR,KILO,Carrefour,5.47
Bola efervescente con aroma Becasan Nature 1 ud.,2.35,13.06,perfumeria e higiene,Cuidado facial y corporal,bano e higiene corporal,BECASAN NATURE,KILO,Carrefour,13.06
Corazones de alcachofas mini 12/16 Carrefour 165 g.,2.35,13.43,la despensa,"Conservas, caldos y cremas",conservas sopas y precocinados,,KILO,Carrefour,13.43
Sidra Kopparberg Premium sabor fresa y lima lata 50 cl.,2.35,4.7,bebidas,Bodega,sidra,KOPPARBERG,LITRO,Carrefour,4.7
Cocktail de frutos secos ecológico Carrefour Bio 125 g.,2.35,18.8,la despensa,Aperitivos,aperitivos,CARREFOUR,KILO,Carrefour,18.8
Tomate frito Orlando sin gluten tarro 500 g.,2.35,4.7,la despensa,"Aceite, especias y salsas",alimentacion,ORLANDO,KILO,Carrefour,4.7
Compresas normal con alas ultrafina Carrefour Soft 14 ud.,2.35,0.17,perfumeria e higiene,Cuidado facial y corporal,higiene intima,,UNIDAD,Carrefour,0.17
Corazón escarola maxi bol 250 g,2.29,9.16,productos frescos,Fruta y verdura,verduras y hortalizas,FLORETTE,KILO,Carrefour,9.16
Desodorante roll-on 6 in 1 Adidas 50 ml.,2.29,4.581,perfumeria e higiene,Cuidado facial y corporal,bano e higiene corporal,,100 ML,Carrefour,4.581
Desodorante en spray algodón protección 48h 0% alcohol Carrefour Soft 200 ml.,2.29,1.141,perfumeria e higiene,Cuidado facial y corporal,bano e higiene corporal,,100 ML,Carrefour,1.141
Vela Taco 120x160 mm - Marfil,2.29,2.29,limpieza y hogar,Limpieza y hogar,ambientadores,,UNIDAD,Carrefour,2.29
Tomate cherokee 500 g aprox,2.29,4.59,productos frescos,Fruta y verdura,verduras y hortalizas,,KILO,Carrefour,4.59
Estropajo Poder Verde FIbra SPONTEX XXL,2.29,1.14,limpieza y hogar,Limpieza y hogar,utensilios de limpieza,,UNIDAD,Carrefour,1.14
Cebolla ecológica Carrefour Bio 1 kg,2.29,2.29,productos frescos,Fruta y verdura,verduras y hortalizas,,KILO,Carrefour,2.29
Jamón Cocido Extra en finas lonchas Casa Tarradellas sin gluten y sin lactosa 150 g,2.29,15.27,productos frescos,Charcutería y quesos,charcuteria,CASA TARRADELLAS,KILO,Carrefour,15.27
Cacahuetes fritos con sal extra grandes Cacahuetazo XL Grefusa doy pack 120 g.,2.29,0.0,la despensa,"Aceite, especias y salsas",aperitivos,GREFUSA,No especificado,Carrefour,0.0
Cebolla dulce selección 1 Kg aprox,2.29,2.29,productos frescos,Fruta y verdura,verduras y hortalizas,,KILO,Carrefour,2.29
"Tarrito de manzana, plátano, pera y melocotón desde 4 meses sin azúcar añadido Mi Menú pack de 2 unidades de 200 g.",2.29,5.72,bebe,Bebé,alimentacion infantil,MENU,KILO,Carrefour,5.72
"Tarrito de manzana, pera y melocotón desde 4 meses sin azúcar añadido Mi Menú sin gluten pack de 2 unidades de 200 g.",2.29,5.72,bebe,Bebé,alimentacion infantil,MENU,KILO,Carrefour,5.72
Bolsa Basura Orgánica Plástico Reciclado RELEVO 10/20 l  15 ud,2.29,0.15,limpieza y hogar,Limpieza y hogar,utensilios de limpieza,,UNIDAD,Carrefour,0.15
Pechuga de pavo en dados Serrano sin gluten sin lactosa 200 g.,2.29,11.45,productos frescos,Charcutería y quesos,charcuteria,SERRANO,KILO,Carrefour,11.45
Tarrito de frutas con galleta maría desde 6 meses Mi Menú pack de 2 unidades de 200 g.,2.29,11.45,bebe,Bebé,alimentacion infantil,MENU,KILO,Carrefour,11.45
Dentífrico infantil para niños 6-9 años anticaries Colgate 50 ml.,2.29,4.581,perfumeria e higiene,Cuidado facial y corporal,boca y sonrisa,,100 ML,Carrefour,4.581
Tarrito de frutas con cereales desde 4 meses sin azúcar añadido Mi Menú sin gluten pack de 2 unidades de 200 g.,2.29,5.72,bebe,Bebé,alimentacion infantil,,KILO,Carrefour,5.72
Fino spritz Croft Twist lata 25 cl.,2.29,0.0,bebidas,Bodega,vinos,CROFT TWIST,No especificado,Carrefour,0.0
Queso mozzarella Galbani sin lactosa 100 g.,2.29,22.9,productos frescos,Charcutería y quesos,quesos,GALBANI,KILO,Carrefour,22.9
Berenjena Carrefour Bio 2 Piezas,2.29,4.58,productos frescos,Fruta y verdura,verduras y hortalizas,,KILO,Carrefour,4.58
Escamas de parmesano Carrefour Extra 80 g.,2.29,28.62,productos frescos,Charcutería y quesos,quesos,CARREFOUR,KILO,Carrefour,28.62
Desodorante en crema antitranspirante 24h 0% Alcohol Original Dove 50 ml.,2.29,4.581,perfumeria e higiene,Cuidado facial y corporal,bano e higiene corporal,,100 ML,Carrefour,4.581
